age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,income
3,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,Thailand,>50K
0,,Some-college,10,Never-married,,Own-child,White,Male,0,0,1,Canada,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,>50K
4,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,9th,5,Never-married,Other-service,Own-child,White,Male,1,0,1,United-States,<=50K
3,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,4,United-States,<=50K
1,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2,0,3,United-States,>50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
2,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
2,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Ecuador,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
2,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,,Masters,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,1,0,2,,<=50K
0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
3,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
3,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Laos,<=50K
2,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,0,1,Taiwan,>50K
0,,Some-college,10,Never-married,,Own-child,Black,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
1,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
1,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,,Assoc-voc,11,Never-married,,Own-child,Black,Female,0,0,0,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,3,United-States,>50K
4,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,1,0,3,United-States,<=50K
2,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,<=50K
1,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,1,Haiti,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
2,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,1,Iran,<=50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
4,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,>50K
2,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,2,United-States,<=50K
2,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
2,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
4,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1,2,United-States,>50K
0,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
2,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,4,2,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,4,0,United-States,>50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
1,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,,>50K
1,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Other-relative,White,Female,0,0,1,United-States,<=50K
0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,3,2,Puerto-Rico,<=50K
2,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,4,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,2,2,United-States,>50K
1,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,>50K
3,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
1,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
1,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,4,Dominican-Republic,<=50K
4,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,,HS-grad,9,Widowed,,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,,11th,7,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,1,0,2,United-States,<=50K
1,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,>50K
1,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,3,2,Philippines,<=50K
1,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,1,0,3,United-States,<=50K
1,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Federal-gov,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,Mexico,<=50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,,11th,7,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,,>50K
2,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
